,winner_name,loser_name,event_date,method,round,time,time_format,bout_type,event_name,event_location,winner_stance,loser_stance,winner,delta_KD,delta_sig_str_pct,delta_total_str_pct,delta_TD_pct,delta_sub_att,delta_rev,delta_ctrl,delta_sig_str_head_acc_pct,delta_sig_str_body_acc_pct,delta_sig_str_leg_acc_pct,delta_sig_str_distance_acc_pct,delta_sig_str_clinch_acc_pct,delta_sig_str_ground_acc_pct,delta_sig_str_head_tar_pct,delta_sig_str_body_tar_pct,delta_sig_str_leg_tar_pct,delta_sig_str_distance_pos_pct,delta_sig_str_clinch_pos_pct,delta_sig_str_ground_pos_pct,delta_height,delta_reach,delta_slpm_cs,delta_str_acc_cs,delta_sapm_cs,delta_str_def_cs,delta_td_avg_cs,delta_td_acc_cs,delta_td_def_cs,delta_sub_avg_cs
1529,AMANDA RIBAS,VIRNA JANDIROBA,30/10/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 267: Blachowicz vs. Teixeira,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Orthodox,Orthodox,red,-1.0,5.0,-7.7,8.0,1.0,0.0,-143.0,-2.21,33.93,93.33,5.92,41.67,-100.0,-25.0,9.0,15.0,3.0,2.0,-6.0,0.0,5.08,1.86,-2.0,-1.3,17.0,-0.85,5.0,12.0,-0.4
1538,JESSICA-ROSE CLARK,JOSELYNE EDWARDS,23/10/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Costa vs. Vettori,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,4.0,-3.63,45.0,0.0,0.0,602.0,-4.64,22.22,13.33,-3.47,0.0,0.0,-13.0,4.0,9.0,-21.0,12.0,9.0,-7.62,-15.24,0.48,-2.0,0.15,14.0,0.51,39.0,36.0,-0.1
1544,TABATHA RICCI,MARIA OLIVEIRA,23/10/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Costa vs. Vettori,"Las Vegas, Nevada, USA",,,red,0.0,8.0,11.6,45.0,0.0,0.0,397.0,11.97,20.45,-2.35,-5.88,0.0,37.5,16.0,-8.0,-9.0,-46.0,2.0,44.0,,,,,,,,,,
1548,RANDA MARKOS,LIVINHA SOUZA,23/10/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Costa vs. Vettori,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,27.0,4.98,-50.0,-2.0,2.0,316.0,34.28,-12.5,0.0,22.73,20.0,0.0,21.0,-17.0,-5.0,-10.0,3.0,6.0,2.54,0.0,0.79,-4.0,-0.18,-3.0,-1.17,-16.0,17.0,-1.0
1550,NORMA DUMONT,ASPEN LADD,16/10/2021,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Women's Featherweight Bout,UFC Fight Night: Ladd vs. Dumont,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,13.0,4.41,100.0,0.0,-1.0,-345.0,10.03,16.66,25.0,18.06,26.66,-61.54,-11.0,17.0,-6.0,27.0,-3.0,-24.0,2.54,2.54,0.13,0.0,-2.19,26.0,-0.02,-33.0,34.0,-1.2
1553,MANON FIOROT,MAYRA BUENO SILVA,16/10/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Ladd vs. Dumont,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-9.0,-20.48,33.0,0.0,0.0,241.0,-2.08,22.48,41.67,-6.76,-27.78,-42.86,24.0,-3.0,-22.0,5.0,-10.0,4.0,2.54,,1.74,-4.0,-3.03,32.0,1.64,100.0,27.0,-1.6
1557,LUANA CAROLINA,LOOPY GODINEZ,16/10/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Ladd vs. Dumont,"Las Vegas, Nevada, USA",Orthodox,,blue,0.0,7.0,1.78,-13.0,0.0,0.0,-405.0,-3.81,21.12,18.57,3.49,47.62,-100.0,-24.0,16.0,7.0,-4.0,22.0,-17.0,,,,,,,,,,
1559,ARIANE CARNELOSSI,ISTELA NUNES,16/10/2021,Submission,3.0,2:57,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Ladd vs. Dumont,"Las Vegas, Nevada, USA",Orthodox,,blue,0.0,-19.0,-14.72,71.0,1.0,0.0,424.0,-10.01,-22.73,0.0,-16.54,-42.5,0.0,32.0,-20.0,-12.0,4.0,-4.0,0.0,-5.08,,6.03,38.0,7.71,50.0,0.0,0.0,0.0,0.0
1560,MARINA RODRIGUEZ,MACKENZIE DERN,09/10/2021,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Women's Strawweight Bout,UFC Fight Night: Dern vs. Rodriguez,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,23.0,13.83,-12.0,0.0,-1.0,-431.0,12.76,27.24,27.62,25.02,57.58,-75.0,-33.0,19.0,14.0,13.0,11.0,-24.0,5.08,5.08,1.12,12.0,-0.65,-8.0,0.08,28.0,59.0,-2.0
1563,MARIYA AGAPOVA,SABINA MAZO,09/10/2021,Submission,3.0,0:53,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Dern vs. Rodriguez,"Las Vegas, Nevada, USA",Southpaw,Orthodox,blue,1.0,18.0,19.11,0.0,1.0,0.0,-30.0,13.89,15.33,34.53,17.56,0.0,0.0,-5.0,14.0,-9.0,-1.0,1.0,0.0,-2.54,-5.08,-2.86,6.0,0.24,-13.0,0.42,-14.0,-33.0,0.4
1567,LOOPY GODINEZ,SILVANA GOMEZ JUAREZ,09/10/2021,Submission,1.0,4:14,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Dern vs. Rodriguez,"Las Vegas, Nevada, USA",,Orthodox,red,0.0,61.0,66.92,83.0,1.0,0.0,207.0,56.92,100.0,100.0,56.92,100.0,0.0,-28.0,18.0,9.0,-28.0,27.0,0.0,,,,,,,,,,
1574,CASEY O'NEILL,ANTONINA SHEVCHENKO,02/10/2021,KO/TKO,2.0,4:47,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Santos vs. Walker,"Las Vegas, Nevada, USA",,Southpaw,blue,0.0,-16.0,-7.0,37.0,0.0,0.0,267.0,-12.64,-42.86,100.0,-29.69,-33.33,-8.85,8.0,-13.0,3.0,-35.0,-17.0,51.0,-5.08,5.08,1.55,16.0,-0.67,-12.0,6.26,6.0,-56.0,1.0
1575,KAROL ROSA,BETHE CORREIA,02/10/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Santos vs. Walker,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,20.0,16.5,0.0,0.0,0.0,170.0,29.52,24.0,-9.09,18.59,13.19,100.0,27.0,-33.0,7.0,-10.0,9.0,0.0,0.0,7.62,3.34,8.0,0.95,-10.0,1.56,40.0,6.0,0.0
1578,STEPHANIE EGGER,SHANNA YOUNG,02/10/2021,KO/TKO,2.0,2:22,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Santos vs. Walker,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,25.0,25.66,50.0,-2.0,0.0,185.0,34.8,31.25,0.0,12.0,100.0,85.71,32.0,-40.0,7.0,-52.0,10.0,41.0,-2.54,7.62,-2.38,-26.0,-3.95,7.0,1.0,16.0,-14.0,0.0
1581,VALENTINA SHEVCHENKO,LAUREN MURPHY,25/09/2021,KO/TKO,4.0,4:00,5 Rnd (5-5-5-5-5),UFC Women's Flyweight Title Bout,UFC 266: Volkanovski vs. Ortega,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,0.0,45.0,45.71,75.0,0.0,0.0,203.0,43.73,56.09,5.0,40.46,75.0,80.0,27.0,-8.0,-19.0,-27.0,6.0,20.0,0.0,-2.54,-0.82,12.0,-1.79,-1.0,1.03,21.0,5.0,0.2
1584,JESSICA ANDRADE,CYNTHIA CALVILLO,25/09/2021,KO/TKO,1.0,4:54,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 266: Volkanovski vs. Ortega,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,19.0,19.81,0.0,0.0,0.0,0.0,29.34,-5.55,12.31,20.94,50.0,0.0,33.0,-44.0,11.0,-15.0,14.0,0.0,-7.62,-5.08,2.2,8.0,1.74,-14.0,1.26,13.0,5.0,-0.7
1588,TAILA SANTOS,ROXANNE MODAFFERI,25/09/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 266: Volkanovski vs. Ortega,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,1.0,38.0,37.27,100.0,0.0,0.0,301.0,35.38,6.06,25.0,37.78,-11.11,50.0,-3.0,3.0,0.0,-16.0,3.0,12.0,-2.54,-2.54,0.39,18.0,-2.81,6.0,0.58,57.0,55.0,0.9
1595,ARIANE DA SILVA,MANDY BOHM,18/09/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Smith vs. Spann,"Las Vegas, Nevada, USA",,,red,2.0,11.0,11.58,0.0,0.0,0.0,237.0,4.04,-2.4,-28.33,10.07,-6.21,57.14,-19.0,27.0,-8.0,-13.0,4.0,9.0,,,,,,,,,,
1600,RAQUEL PENNINGTON,PANNIE KIANZAD,18/09/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Smith vs. Spann,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,9.0,9.03,-17.0,0.0,0.0,42.0,8.19,14.44,20.0,20.94,5.06,100.0,2.0,-5.0,2.0,21.0,-27.0,4.0,0.0,2.54,-1.52,-1.0,-0.42,6.0,0.9,14.0,-18.0,0.5
1603,ERIN BLANCHFIELD,SARAH ALPAR,18/09/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Smith vs. Spann,"Las Vegas, Nevada, USA",,Southpaw,red,0.0,21.0,24.76,100.0,0.0,0.0,583.0,26.36,26.7,15.38,7.44,66.67,72.15,25.0,-7.0,-17.0,-53.0,6.0,47.0,,,,,,,,,,
1605,HANNAH GOLDY,EMILY WHITMIRE,18/09/2021,Submission,1.0,4:17,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Smith vs. Spann,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,7.0,-5.52,-100.0,1.0,0.0,-160.0,-21.67,50.0,-12.5,3.33,50.0,0.0,-50.0,0.0,50.0,-10.0,10.0,0.0,-2.54,-5.08,3.82,16.0,0.82,1.0,-1.1,-50.0,-4.0,-0.6
1611,MOLLY MCCANN,JI YEON KIM,04/09/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Brunson vs. Till,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,13.0,11.44,66.0,0.0,0.0,-108.0,16.65,0.0,8.33,14.01,-10.0,-100.0,15.0,-7.0,-9.0,6.0,-4.0,-1.0,-7.62,-25.4,0.65,16.0,-0.66,8.0,1.64,29.0,-14.0,0.7
1624,JJ ALDRICH,VANESSA DEMOPOULOS,28/08/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Barboza vs. Chikadze,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,0.0,26.0,26.3,50.0,0.0,0.0,146.0,32.18,20.72,12.5,30.41,17.53,-32.35,22.0,-13.0,-9.0,-7.0,-15.0,22.0,7.62,20.32,2.16,0.0,1.42,11.0,0.8,40.0,57.0,-2.0
1635,JOSIANE NUNES,BEA MALECKI,21/08/2021,KO/TKO,1.0,4:54,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Cannonier vs. Gastelum,"Las Vegas, Nevada, USA",,Orthodox,blue,1.0,-2.0,-2.37,0.0,0.0,0.0,5.0,4.68,-5.47,-21.43,-4.54,63.64,0.0,13.0,-6.0,-7.0,-14.0,13.0,0.0,,,-6.78,-46.0,-6.14,-62.0,0.0,0.0,-78.0,-1.4
1642,TECIA PENNINGTON,ANGELA HILL,07/08/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",,Orthodox,red,0.0,-3.0,-0.28,-12.0,0.0,0.0,-100.0,-8.52,8.12,29.31,0.73,-11.89,0.0,-11.0,-2.0,12.0,12.0,-11.0,-1.0,,,,,,,,,,
1647,JESSICA PENNE,KAROLINA KOWALKIEWICZ,07/08/2021,Submission,1.0,4:32,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",Orthodox,Orthodox,blue,0.0,-3.0,-7.78,0.0,1.0,0.0,167.0,13.39,100.0,-100.0,-17.14,0.0,8.89,38.0,25.0,-62.0,-17.0,0.0,16.0,5.08,7.62,-2.81,-6.0,-0.92,-8.0,1.48,13.0,-55.0,0.5
1650,MELISSA GATTO,VICTORIA LEONARDO,07/08/2021,TKO - Doctor's Stoppage,2.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",Orthodox,Orthodox,blue,0.0,10.0,11.22,20.0,0.0,-1.0,-37.0,26.46,-13.31,-15.79,12.03,-15.0,33.33,28.0,-13.0,-15.0,2.0,2.0,-3.0,0.0,,-3.4,-37.0,-4.15,-47.0,-2.39,-37.0,0.0,0.0
1653,CHEYANNE VLISMAS,GLORIA DE PAULA,31/07/2021,KO/TKO,1.0,1:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Hall vs. Strickland,"Las Vegas, Nevada, USA",,Orthodox,red,1.0,6.0,-3.98,100.0,0.0,0.0,34.0,10.83,0.0,0.0,-12.5,0.0,87.5,0.0,0.0,0.0,-64.0,0.0,63.0,,,,,,,,,,
1658,JINH YU FREY,ASHLEY YODER,31/07/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Hall vs. Strickland,"Las Vegas, Nevada, USA",Southpaw,Southpaw,red,0.0,9.0,8.02,0.0,0.0,0.0,-39.0,4.28,0.0,13.19,5.88,57.58,100.0,-12.0,1.0,12.0,-11.0,10.0,1.0,-10.16,-10.16,-0.96,1.0,-0.18,-2.0,-0.27,5.0,15.0,0.0
1664,MAYCEE BARBER,MIRANDA MAVERICK,24/07/2021,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Sandhagen vs. Dillashaw,"Las Vegas, Nevada, USA",Switch,Southpaw,blue,0.0,0.0,-10.45,-84.0,0.0,0.0,65.0,10.67,-19.55,18.75,-4.08,-13.33,0.0,39.0,-14.0,-25.0,-19.0,19.0,0.0,5.08,0.0,-4.59,1.0,-3.0,-12.0,1.44,40.0,80.0,0.2
1670,SIJARA EUBANKS,ELISE REED,24/07/2021,KO/TKO,1.0,3:49,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Sandhagen vs. Dillashaw,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,30.0,-2.73,50.0,0.0,0.0,221.0,9.46,0.0,0.0,25.0,0.0,55.88,0.0,0.0,0.0,-87.0,0.0,86.0,,,,,,,,,,
1671,DIANA BELBITA,HANNAH GOLDY,24/07/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Sandhagen vs. Dillashaw,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,5.0,2.72,-33.0,0.0,0.0,-313.0,3.86,-2.26,5.38,13.16,-14.62,-34.21,-2.0,-9.0,12.0,23.0,-8.0,-16.0,7.62,17.78,-0.72,-7.0,2.59,-3.0,1.69,66.0,-2.0,0.0
1673,MIESHA TATE,MARION RENEAU,17/07/2021,KO/TKO,3.0,1:53,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Makhachev vs. Moises,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,15.0,5.56,50.0,0.0,0.0,352.0,17.68,-7.5,-28.57,12.63,22.22,15.79,3.0,-4.0,-1.0,-11.0,-16.0,26.0,0.0,-5.08,-1.36,0.0,-0.66,-11.0,1.4,-32.0,2.0,0.8
1678,AMANDA LEMOS,MONTSERRAT CONEJO RUIZ,17/07/2021,KO/TKO,1.0,0:35,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Makhachev vs. Moises,"Las Vegas, Nevada, USA",Southpaw,,red,1.0,11.0,10.99,0.0,0.0,0.0,4.0,21.22,-50.0,0.0,7.14,0.0,100.0,19.0,-19.0,0.0,-15.0,0.0,14.0,,,,,,,,,,
1684,IRENE ALDANA,YANA SANTOS,10/07/2021,KO/TKO,1.0,4:35,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 264: Poirier vs. McGregor 3,"Las Vegas, Nevada, USA",Orthodox,,red,1.0,8.0,4.34,0.0,0.0,0.0,73.0,24.26,-15.0,22.22,0.93,0.0,63.64,42.0,-21.0,-21.0,-40.0,-17.0,56.0,,,,,,,,,,
1690,JENNIFER MAIA,JESSICA EYE,10/07/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 264: Poirier vs. McGregor 3,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,0.0,0.91,-66.0,0.0,0.0,-52.0,5.6,-2.76,-2.34,-0.7,66.67,-100.0,16.0,-8.0,-9.0,-9.0,10.0,-2.0,-5.08,-5.08,-0.42,2.0,-0.49,-3.0,-0.11,10.0,-1.0,-0.3
1702,JULIA AVILA,JULIJA STOLIARENKO,26/06/2021,Submission,3.0,4:19,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Gane vs. Volkov,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,10.0,13.47,-8.0,1.0,1.0,-1.0,6.07,29.06,33.33,7.95,6.67,100.0,-3.0,10.0,-8.0,-5.0,-3.0,8.0,0.0,5.08,1.0,7.0,-0.97,4.0,0.49,50.0,-6.0,-0.5
1712,VIRNA JANDIROBA,KANAKO MURATA,19/06/2021,TKO - Doctor's Stoppage,2.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Jung vs. Ige,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,-7.0,-7.18,0.0,1.0,0.0,-108.0,-1.61,-14.29,-75.0,7.95,-66.67,-88.89,23.0,-10.0,-13.0,45.0,-11.0,-34.0,5.08,5.08,0.46,-21.0,1.15,2.0,-0.84,9.0,73.0,0.0
1716,CASEY O'NEILL,LARA PROCOPIO,19/06/2021,Submission,3.0,2:54,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Jung vs. Ige,"Las Vegas, Nevada, USA",,Orthodox,red,0.0,-8.0,-2.25,10.0,2.0,0.0,172.0,-0.23,-1.75,0.0,-7.32,-18.33,-17.39,16.0,-4.0,-12.0,-3.0,-22.0,24.0,5.08,5.08,-1.06,15.0,-5.09,-5.0,3.41,16.0,0.0,1.2
1724,LAUREN MURPHY,JOANNE WOOD,12/06/2021,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 263: Adesanya vs. Vettori 2,"Glendale, Arizona, USA",Orthodox,,red,0.0,1.0,2.98,16.0,0.0,0.0,288.0,5.12,9.18,-62.0,-3.03,-15.08,43.75,32.0,-7.0,-25.0,-12.0,-6.0,18.0,,,,,,,,,,
1726,PANNIE KIANZAD,ALEXIS DAVIS,12/06/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 263: Adesanya vs. Vettori 2,"Glendale, Arizona, USA",Orthodox,Orthodox,red,0.0,-3.0,-5.05,-100.0,0.0,0.0,-1.0,2.12,-16.84,0.0,-2.71,-11.11,0.0,8.0,10.0,-18.0,4.0,-4.0,0.0,2.54,-5.08,0.96,2.0,-0.56,2.0,-0.72,-26.0,49.0,-0.6
1736,MONTANA DE LA ROSA,ARIANE DA SILVA,05/06/2021,KO/TKO,2.0,4:27,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Rozenstruik vs. Sakai,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,7.0,0.6,66.0,0.0,0.0,412.0,19.5,-66.67,100.0,-36.74,0.0,81.82,51.0,-54.0,3.0,-94.0,0.0,93.0,,,,,,,,,,
1740,MANON FIOROT,TABATHA RICCI,05/06/2021,KO/TKO,2.0,3:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Rozenstruik vs. Sakai,"Las Vegas, Nevada, USA",Orthodox,,red,1.0,30.0,30.45,100.0,0.0,0.0,40.0,35.46,38.33,33.33,25.59,-29.17,75.0,45.0,-20.0,-26.0,-22.0,15.0,7.0,,,,,,,,,,
1744,CARLA ESPARZA,YAN XIAONAN,22/05/2021,KO/TKO,2.0,2:58,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Font vs. Garbrandt,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,36.0,12.02,100.0,0.0,0.0,438.0,41.82,-100.0,0.0,21.43,0.0,8.87,20.0,-20.0,0.0,-37.0,0.0,36.0,-10.16,0.0,-4.13,0.0,-0.78,-10.0,2.44,-40.0,-27.0,0.3
1746,NORMA DUMONT,FELICIA SPENCER,22/05/2021,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Featherweight Bout,UFC Fight Night: Font vs. Garbrandt,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,9.0,6.41,33.0,0.0,0.0,-97.0,4.47,18.15,38.78,10.72,0.0,0.0,1.0,-9.0,8.0,6.0,-6.0,0.0,2.54,-2.54,2.33,10.0,-2.92,29.0,1.79,32.0,86.0,-0.3
1757,KATLYN CERMINARA,VIVIANE ARAUJO,15/05/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 262: Oliveira vs. Chandler,"Houston, Texas, USA",,Orthodox,red,0.0,-2.0,-9.2,-33.0,-1.0,0.0,-183.0,-0.18,-15.37,-10.0,-1.96,0.0,0.0,1.0,-2.0,2.0,0.0,0.0,0.0,,,,,,,,,,
1762,ANDREA LEE,ANTONINA SHEVCHENKO,15/05/2021,Submission,2.0,4:52,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 262: Oliveira vs. Chandler,"Houston, Texas, USA",Orthodox,Southpaw,red,0.0,16.0,14.81,100.0,3.0,0.0,-107.0,31.09,-15.56,-50.0,7.41,11.11,95.24,15.0,-10.0,-4.0,-23.0,-21.0,44.0,-5.08,5.08,1.49,-7.0,1.32,11.0,1.02,-15.0,1.0,-0.2
1763,PRISCILA CACHOEIRA,GINA MAZANY,15/05/2021,KO/TKO,2.0,4:51,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 262: Oliveira vs. Chandler,"Houston, Texas, USA",Orthodox,Southpaw,blue,0.0,-5.0,-11.58,-44.0,0.0,0.0,-387.0,-2.14,9.09,-66.67,-6.05,28.57,0.0,23.0,-17.0,-6.0,9.0,12.0,-22.0,2.54,-7.62,0.39,-10.0,4.86,-9.0,-4.41,-63.0,36.0,-0.3
1766,MARINA RODRIGUEZ,MICHELLE WATERSON-GOMEZ,08/05/2021,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Women's Flyweight Bout,UFC Fight Night: Rodriguez vs. Waterson,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,2.0,2.32,-20.0,0.0,0.0,-183.0,-1.42,2.5,17.18,0.75,14.75,-63.64,0.0,-6.0,7.0,0.0,8.0,-7.0,,,,,,,,,,
1779,LUANA PINHEIRO,RANDA MARKOS,01/05/2021,DQ,1.0,4:16,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Reyes vs. Prochazka,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,9.0,2.48,83.0,0.0,0.0,25.0,12.5,-5.71,75.0,17.34,0.0,-75.0,9.0,-20.0,10.0,2.0,-3.0,1.0,-5.08,-2.54,0.72,-1.0,-1.77,19.0,-1.23,-28.0,-57.0,-0.2
1781,LUANA CAROLINA,POLIANA BOTELHO,01/05/2021,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Reyes vs. Prochazka,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,-5.0,-0.76,-25.0,0.0,0.0,49.0,-17.17,12.83,-14.29,-8.06,-1.09,-50.0,-11.0,11.0,1.0,-12.0,27.0,-13.0,-5.08,5.08,3.29,-6.0,0.67,-3.0,-0.89,-100.0,20.0,2.4
1782,LOMA LOOKBOONMEE,SAM HUGHES,01/05/2021,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Reyes vs. Prochazka,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,0.0,-5.3,50.0,0.0,0.0,-304.0,-24.69,-2.76,66.67,-10.47,6.09,0.0,-38.0,33.0,5.0,-21.0,17.0,4.0,-10.16,-7.62,1.16,18.0,-7.31,10.0,0.67,25.0,72.0,0.0
1786,ROSE NAMAJUNAS,ZHANG WEILI,24/04/2021,KO/TKO,1.0,1:18,5 Rnd (5-5-5-5-5),UFC Women's Strawweight Title Bout,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",Orthodox,Switch,blue,1.0,-13.0,-13.64,0.0,0.0,0.0,3.0,25.0,0.0,-100.0,-35.07,0.0,100.0,86.0,0.0,-85.0,-60.0,0.0,60.0,2.54,5.08,-2.25,-5.0,-0.45,7.0,0.65,30.0,-50.0,0.3
1787,VALENTINA SHEVCHENKO,JESSICA ANDRADE,24/04/2021,KO/TKO,2.0,3:19,5 Rnd (5-5-5-5-5),UFC Women's Flyweight Title Bout,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",Southpaw,Orthodox,red,0.0,16.0,7.33,100.0,1.0,0.0,254.0,46.08,0.0,100.0,15.56,-16.67,100.0,64.0,-71.0,6.0,-12.0,-45.0,56.0,10.16,10.16,-3.4,1.0,-3.23,9.0,-0.9,1.0,-1.0,-0.1
1797,ARIANE CARNELOSSI,LIANG NA,24/04/2021,KO/TKO,2.0,1:28,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",Orthodox,,blue,0.0,5.0,3.93,-75.0,-1.0,1.0,-12.0,12.29,-100.0,100.0,-4.27,0.0,14.58,27.0,-31.0,4.0,-27.0,-16.0,44.0,,,,,,,,,,
1801,TRACY CORTEZ,JUSTINE KISH,17/04/2021,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Whittaker vs. Gastelum,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,-1.0,12.0,9.44,60.0,1.0,0.0,348.0,16.4,22.03,-19.47,8.37,33.33,12.5,6.0,14.0,-20.0,-31.0,3.0,29.0,0.0,2.54,-0.98,5.0,-2.64,3.0,1.99,7.0,30.0,-0.2
