,winner_winner_name,winner_loser_name,winner_event_date,winner_method,winner_round,winner_time,winner_time_format,winner_bout_type,winner_event_name,winner_event_location,winner_winner_stance,winner_loser_stance,winner_winner,winner_delta_KD,winner_delta_sig_str_pct,winner_delta_total_str_pct,winner_delta_TD_pct,winner_delta_sub_att,winner_delta_rev,winner_delta_ctrl,winner_delta_sig_str_head_acc_pct,winner_delta_sig_str_body_acc_pct,winner_delta_sig_str_leg_acc_pct,winner_delta_sig_str_distance_acc_pct,winner_delta_sig_str_clinch_acc_pct,winner_delta_sig_str_ground_acc_pct,winner_delta_sig_str_head_tar_pct,winner_delta_sig_str_body_tar_pct,winner_delta_sig_str_leg_tar_pct,winner_delta_sig_str_distance_pos_pct,winner_delta_sig_str_clinch_pos_pct,winner_delta_sig_str_ground_pos_pct,winner_delta_height,winner_delta_reach,winner_delta_slpm_cs,winner_delta_str_acc_cs,winner_delta_sapm_cs,winner_delta_str_def_cs,winner_delta_td_avg_cs,winner_delta_td_acc_cs,winner_delta_td_def_cs,winner_delta_sub_avg_cs,winner_Unnamed: 0,winner_fighter_name,winner_Height,winner_Weight,winner_Reach,winner_SLpM,winner_Str_Acc,winner_SApM,winner_Str_Def,winner_TD_Avg,winner_TD_Acc,winner_TD_Def,winner_Sub_Avg,winner_Stance_Open Stance,winner_Stance_Orthodox,winner_Stance_Southpaw,winner_Stance_Switch,winner_Age,winner_Female
1008,francisco trinaldo,john makdessi,14/03/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Lee vs. Oliveira,"Brasilia, Distrito Federal, Brazil",Southpaw,Orthodox,red,0.0,-11.0,-11.19,0.0,0.0,0.0,0.0,6.22,15.73,16.28,-10.98,0.0,0.0,39.0,7.0,-46.0,-1.0,1.0,0.0,2.54,5.08,-2.25,-7.0,-1.2,-10.0,1.09,46.0,-27.0,0.6,924,francisco trinaldo,69,155.0,69,3.11,0.44,2.56,0.6,1.09,0.46,0.61,0.6,0,0,1,0,47.0,0
1009,brandon moreno,jussier formiga,14/03/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: Lee vs. Oliveira,"Brasilia, Distrito Federal, Brazil",Orthodox,Orthodox,blue,0.0,-6.0,-11.36,-11.0,-1.0,0.0,-28.0,0.66,-13.33,-66.67,-10.07,44.44,-25.0,27.0,-14.0,-13.0,-20.0,12.0,7.0,5.08,7.62,1.99,-1.0,1.07,-5.0,0.19,10.0,-20.0,0.0,605,brandon moreno,67,125.0,67,3.41,0.38,3.41,0.59,2.01,0.45,0.67,0.6,0,1,0,0,32.0,0
1010,amanda ribas,randa markos,14/03/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Lee vs. Oliveira,"Brasilia, Distrito Federal, Brazil",Orthodox,Orthodox,red,0.0,7.0,11.54,-67.0,2.0,1.0,385.0,7.67,32.14,8.33,-4.05,-11.11,82.05,6.0,13.0,-19.0,-39.0,1.0,37.0,-2.54,7.62,1.4,3.0,-1.42,12.0,1.08,30.0,28.0,1.4,750,amanda ribas,63,125.0,63,4.25,0.44,1.78,0.71,2.31,0.58,0.85,1.6,0,1,0,0,32.0,1
1011,elizeu zaleski dos santos,aleksei kunchenko,14/03/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Lee vs. Oliveira,"Brasilia, Distrito Federal, Brazil",Orthodox,Orthodox,red,0.0,-11.0,-18.39,50.0,0.0,0.0,126.0,-13.96,-11.11,-4.86,-9.94,0.0,0.0,-10.0,6.0,4.0,6.0,-8.0,2.0,7.62,7.62,0.38,-5.0,0.24,-4.0,0.32,-16.0,-28.0,0.5,989,elizeu zaleski dos santos,71,170.0,71,4.05,0.39,3.07,0.59,0.57,0.17,0.52,0.5,0,1,0,0,39.0,0
1012,maryna moroz,mayra bueno silva,14/03/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Lee vs. Oliveira,"Brasilia, Distrito Federal, Brazil",Orthodox,Orthodox,blue,0.0,-4.0,-2.27,25.0,0.0,0.0,224.0,-2.03,-21.9,21.87,-1.47,-38.19,69.23,2.0,13.0,-16.0,-3.0,-10.0,12.0,2.54,2.54,0.03,-26.0,-0.74,6.0,0.56,18.0,-26.0,-1.2,608,maryna moroz,67,125.0,67,4.09,0.31,4.15,0.53,0.56,0.18,0.47,0.4,0,1,0,0,34.0,1
1013,zhang weili,joanna jedrzejczyk,07/03/2020,Decision - Split,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Women's Strawweight Title Bout,UFC 248: Adesanya vs. Romero,"Las Vegas, Nevada, USA",Switch,Orthodox,red,0.0,-11.0,-11.81,12.0,0.0,0.0,14.0,-10.26,-18.09,1.72,-9.8,-36.66,0.0,7.0,-11.0,4.0,4.0,-4.0,0.0,-5.08,-5.08,0.08,-3.0,1.35,-11.0,0.98,-39.0,19.0,0.4,993,zhang weili,64,115.0,64,6.38,0.45,4.43,0.53,1.26,0.23,1.0,0.5,0,0,0,1,36.0,1
1014,beneil dariush,drakkar klose,07/03/2020,KO/TKO,2.0,1:00,3 Rnd (5-5-5),Lightweight Bout,UFC 248: Adesanya vs. Romero,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,1.0,0.0,-12.26,33.0,2.0,0.0,261.0,-4.55,100.0,0.0,0.91,-66.67,0.0,-14.0,25.0,-12.0,14.0,-13.0,0.0,2.54,5.08,0.11,-4.0,-0.92,6.0,0.47,2.0,13.0,1.0,192,beneil dariush,70,155.0,70,4.0,0.49,2.72,0.59,2.03,0.32,0.81,1.0,0,0,1,0,36.0,0
1015,neil magny,li jingliang,07/03/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 248: Adesanya vs. Romero,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,28.0,40.81,-9.0,0.0,0.0,87.0,25.46,46.67,55.56,10.89,56.67,95.65,7.0,10.0,-17.0,-36.0,6.0,29.0,7.62,22.86,-0.85,5.0,-1.6,-3.0,1.18,6.0,-2.0,0.3,529,neil magny,75,170.0,75,3.67,0.47,2.05,0.56,2.46,0.45,0.57,0.3,0,1,0,0,38.0,0
1016,alex oliveira,max griffin,07/03/2020,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 248: Adesanya vs. Romero,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,5.0,-2.34,-46.0,0.0,-1.0,-123.0,-5.0,34.62,0.0,9.69,-62.5,100.0,-21.0,10.0,12.0,1.0,-6.0,5.0,0.0,0.0,-1.27,2.0,-1.76,-8.0,0.71,-14.0,-3.0,0.1,659,alex oliveira,71,170.0,71,2.87,0.5,2.18,0.48,2.41,0.37,0.63,0.6,0,1,0,0,38.0,0
1017,sean o'malley,jose quinonez,07/03/2020,KO/TKO,1.0,2:02,3 Rnd (5-5-5),Bantamweight Bout,UFC 248: Adesanya vs. Romero,"Las Vegas, Nevada, USA",Switch,Southpaw,red,0.0,81.0,81.82,0.0,0.0,0.0,2.0,81.82,85.71,75.0,76.47,0.0,100.0,50.0,33.0,16.0,72.0,0.0,27.0,7.62,7.62,2.75,12.0,0.76,0.0,-1.65,3.0,19.0,0.5,652,sean o'malley,71,135.0,71,6.35,0.57,3.76,0.64,1.05,0.5,0.61,1.1,0,0,0,1,31.0,0
1018,rodolfo vieira,saparbeg safarov,07/03/2020,Submission,1.0,2:58,3 Rnd (5-5-5),Middleweight Bout,UFC 248: Adesanya vs. Romero,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,0.0,8.34,100.0,1.0,0.0,114.0,21.43,-100.0,-100.0,-50.0,0.0,71.43,60.0,-20.0,-40.0,-100.0,0.0,100.0,-2.54,-12.7,-2.37,-6.0,0.1,-5.0,4.48,6.0,-33.0,1.6,952,rodolfo vieira,72,185.0,72,1.66,0.42,3.06,0.42,7.0,0.47,0.0,1.6,0,1,0,0,36.0,0
1019,gerald meerschaert,deron winn,07/03/2020,Submission,3.0,2:13,3 Rnd (5-5-5),Middleweight Bout,UFC 248: Adesanya vs. Romero,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,1.0,-2.0,-2.01,50.0,1.0,0.0,10.0,-0.02,10.62,-100.0,0.13,-25.0,0.0,7.0,3.0,-9.0,6.0,-6.0,0.0,17.78,17.78,-1.44,-5.0,-1.56,1.0,-2.65,-9.0,46.0,1.7,574,gerald meerschaert,73,185.0,73,3.3,0.42,3.61,0.51,2.33,0.43,0.46,1.7,0,0,1,0,38.0,0
1020,deiveson figueiredo,joseph benavidez,29/02/2020,KO/TKO,2.0,1:54,5 Rnd (5-5-5-5-5),Flyweight Bout,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Orthodox,Southpaw,blue,1.0,3.0,2.08,100.0,1.0,0.0,17.0,1.71,8.46,-55.56,-0.7,37.5,100.0,12.0,11.0,-21.0,2.0,-13.0,12.0,2.54,7.62,-0.14,22.0,0.68,-11.0,0.16,20.0,-1.0,1.8,267,deiveson figueiredo,65,125.0,65,3.38,0.56,3.35,0.5,1.57,0.5,0.61,2.4,0,1,0,0,38.0,0
1021,felicia spencer,zarah fairn,29/02/2020,KO/TKO,1.0,3:37,3 Rnd (5-5-5),Women's Featherweight Bout,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Orthodox,Orthodox,red,0.0,16.0,21.11,50.0,0.0,0.0,141.0,17.86,0.0,50.0,-8.65,50.0,76.92,3.0,-5.0,2.0,-70.0,-5.0,75.0,-5.08,-10.16,1.04,0.0,-1.04,4.0,0.64,10.0,-36.0,0.3,876,felicia spencer,66,145.0,66,3.02,0.45,5.57,0.43,0.64,0.1,0.14,0.3,0,1,0,0,35.0,1
1022,megan anderson,norma dumont,29/02/2020,KO/TKO,1.0,3:31,3 Rnd (5-5-5),Women's Featherweight Bout,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Orthodox,Orthodox,red,1.0,19.0,26.05,-33.0,0.0,1.0,-125.0,38.89,-30.0,0.0,36.36,20.0,0.0,65.0,-66.0,0.0,51.0,-52.0,0.0,12.7,12.7,-3.59,-9.0,0.7,-35.0,-1.91,-17.0,-47.0,0.5,26,megan anderson,72,145.0,72,1.76,0.46,3.35,0.37,0.52,0.25,0.53,0.5,0,1,0,0,36.0,1
1023,grant dawson,darrick minner,29/02/2020,Submission,2.0,1:38,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Switch,Orthodox,red,0.0,11.0,-8.89,-34.0,0.0,-1.0,289.0,33.34,0.0,-66.67,10.0,-100.0,-30.0,68.0,-19.0,-50.0,-44.0,-25.0,68.0,7.62,7.62,0.16,-22.0,0.7,8.0,0.44,-28.0,-20.0,-2.0,199,grant dawson,70,145.0,70,3.4,0.48,2.1,0.51,3.44,0.34,0.4,1.6,0,0,0,1,32.0,0
1024,kyler phillips,gabriel silva,29/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Orthodox,Orthodox,blue,0.0,21.0,19.05,17.0,0.0,0.0,203.0,21.6,1.75,0.0,16.43,40.0,8.97,4.0,-5.0,2.0,-22.0,9.0,13.0,5.08,2.54,4.02,12.0,-0.43,16.0,1.38,38.0,33.0,-0.1,711,kyler phillips,68,135.0,68,5.32,0.46,3.04,0.61,2.88,0.63,0.71,0.4,0,1,0,0,30.0,0
1025,brendan allen,tom breese,29/02/2020,KO/TKO,1.0,4:47,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Orthodox,Southpaw,red,0.0,-12.0,-10.25,0.0,0.0,0.0,242.0,65.38,20.0,0.0,66.67,-33.33,69.57,85.0,-85.0,0.0,10.0,-90.0,80.0,-2.54,5.08,0.21,9.0,1.76,-21.0,1.17,37.0,-20.0,0.9,16,brendan allen,74,185.0,74,3.55,0.59,4.57,0.39,1.17,0.37,0.5,2.0,0,1,0,0,30.0,0
1026,marcin tybura,serghei spivac,29/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Heavyweight Bout,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Orthodox,Orthodox,red,0.0,9.0,18.69,25.0,0.0,0.0,502.0,11.25,-56.25,0.0,-3.22,-4.17,65.71,-5.0,5.0,0.0,-42.0,-12.0,53.0,0.0,0.0,0.12,1.0,0.41,-2.0,-2.08,-18.0,7.0,-0.2,931,marcin tybura,75,249.0,75,3.7,0.5,3.25,0.56,1.62,0.45,0.82,0.1,0,1,0,0,40.0,0
1027,luis pena,steve garcia,29/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Southpaw,Southpaw,red,0.0,11.0,-3.0,-100.0,0.0,0.0,828.0,16.28,-16.67,0.0,-11.85,-33.33,24.62,17.0,-6.0,-12.0,-44.0,3.0,42.0,7.62,0.0,-1.05,-8.0,0.22,14.0,0.76,8.0,-55.0,0.8,689,luis pena,75,155.0,75,3.26,0.47,2.74,0.5,1.37,0.33,0.45,1.4,0,0,1,0,32.0,0
1028,jordan griffin,tj brown,29/02/2020,Submission,2.0,3:38,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Southpaw,Switch,red,0.0,-3.0,-5.04,-100.0,3.0,0.0,-447.0,-4.77,14.29,0.0,12.03,0.0,13.33,5.0,-5.0,0.0,32.0,-11.0,-20.0,2.54,2.54,-0.62,4.0,0.97,-2.0,-4.14,-37.0,2.0,1.4,330,jordan griffin,70,145.0,70,2.6,0.46,3.18,0.48,0.78,0.23,0.42,1.8,0,0,1,0,36.0,0
1029,spike carlyle,aalon cruz,29/02/2020,KO/TKO,1.0,1:25,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Switch,Switch,blue,0.0,52.0,59.65,0.0,0.0,0.0,2.0,20.37,0.0,100.0,16.66,80.0,77.78,-5.0,0.0,5.0,-90.0,20.0,70.0,-10.16,-17.78,-5.03,15.0,-5.03,-28.0,3.34,36.0,57.0,0.5,131,spike carlyle,68,145.0,68,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5,0,0,0,1,32.0,0
1030,sean brady,ismail naurdiev,29/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Orthodox,Orthodox,red,0.0,9.0,22.27,44.0,1.0,0.0,460.0,17.25,0.0,-2.27,2.07,50.0,82.35,20.0,-21.0,0.0,-21.0,-8.0,29.0,0.0,-5.08,1.55,3.0,2.3,-5.0,1.44,-11.0,30.0,1.0,92,sean brady,70,170.0,70,4.72,0.55,3.6,0.63,2.69,0.6,1.0,1.2,0,1,0,0,33.0,0
1031,dan hooker,paul felder,22/02/2020,Decision - Split,5.0,5:00,5 Rnd (5-5-5-5-5),Lightweight Bout,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Switch,Orthodox,blue,0.0,8.0,7.87,20.0,0.0,0.0,302.0,7.07,3.84,5.7,7.13,8.33,0.0,1.0,-9.0,8.0,3.0,-3.0,0.0,2.54,12.7,1.25,4.0,1.48,3.0,0.43,6.0,15.0,0.1,389,dan hooker,72,155.0,72,4.95,0.48,4.92,0.51,0.72,0.34,0.79,0.3,0,0,0,1,36.0,0
1032,jimmy crute,michal oleksiejczuk,22/02/2020,Submission,1.0,3:29,3 Rnd (5-5-5),Light Heavyweight Bout,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Orthodox,Southpaw,red,0.0,-25.0,-13.48,80.0,1.0,0.0,183.0,-21.43,0.0,0.0,-16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0,-0.47,1.0,-0.6,-15.0,3.28,9.0,25.0,2.4,178,jimmy crute,74,205.0,74,4.36,0.57,2.31,0.54,4.33,0.75,0.6,2.4,0,1,0,0,30.0,0
1033,marcos rogerio de lima,ben sosoli,22/02/2020,KO/TKO,1.0,1:28,3 Rnd (5-5-5),Heavyweight Bout,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Orthodox,Southpaw,blue,1.0,26.0,26.47,0.0,0.0,0.0,2.0,25.0,0.0,100.0,25.14,0.0,100.0,-2.0,-10.0,10.0,-6.0,0.0,5.0,2.54,7.62,1.47,23.0,-1.77,7.0,0.71,60.0,43.0,0.7,776,marcos rogerio de lima,73,253.0,73,3.78,0.54,2.53,0.54,0.71,0.6,0.43,0.7,0,1,0,0,40.0,0
1034,jalin turner,josh culibao,22/02/2020,KO/TKO,2.0,3:01,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Southpaw,Orthodox,red,0.0,18.0,29.77,0.0,3.0,0.0,251.0,25.13,1.33,-100.0,-1.29,0.0,82.05,11.0,-3.0,-8.0,-50.0,-9.0,58.0,12.7,10.16,3.68,9.0,0.07,-3.0,0.71,66.0,-22.0,1.8,930,jalin turner,75,155.0,75,6.2,0.47,4.37,0.45,0.71,0.66,0.78,1.8,0,0,1,0,30.0,0
1035,jake matthews,emil meek,22/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Orthodox,Switch,red,1.0,3.0,10.92,57.0,0.0,0.0,503.0,8.87,-50.0,-45.45,17.58,7.59,-40.91,26.0,-17.0,-10.0,40.0,-30.0,-11.0,0.0,-2.54,0.51,5.0,-0.37,23.0,1.68,8.0,19.0,-0.4,554,jake matthews,71,170.0,71,3.03,0.44,2.16,0.61,1.93,0.41,0.66,0.6,0,1,0,0,31.0,0
1036,angela hill,loma lookboonmee,22/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Orthodox,Orthodox,blue,0.0,-2.0,-0.65,-75.0,1.0,0.0,97.0,8.7,-15.36,-11.11,-2.95,-26.27,60.0,34.0,-12.0,-22.0,-17.0,11.0,6.0,5.08,7.62,0.5,-5.0,1.89,5.0,-0.22,11.0,4.0,0.1,376,angela hill,63,115.0,63,5.66,0.5,4.98,0.64,0.45,0.36,0.76,0.1,0,1,0,0,41.0,1
1037,jan blachowicz,corey anderson,15/02/2020,KO/TKO,1.0,3:08,5 Rnd (5-5-5-5-5),Light Heavyweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Orthodox,Orthodox,blue,1.0,1.0,1.2,0.0,0.0,0.0,-1.0,19.69,-41.67,0.0,0.64,0.0,100.0,48.0,-20.0,-29.0,-8.0,0.0,7.0,-2.54,-2.54,-0.84,3.0,0.57,-6.0,-3.71,3.0,-18.0,0.2,82,jan blachowicz,74,205.0,74,3.59,0.49,2.79,0.53,1.18,0.53,0.65,0.2,0,1,0,0,43.0,0
1038,diego sanchez,michel pereira,15/02/2020,DQ,3.0,3:09,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Southpaw,Orthodox,red,-1.0,-19.0,-16.92,-100.0,0.0,0.0,-39.0,-20.81,-26.03,-14.1,-14.3,-40.91,20.0,-13.0,-12.0,27.0,19.0,-14.0,-3.0,-7.62,-2.54,-1.05,-17.0,0.18,-2.0,-0.25,-46.0,-54.0,0.3,799,diego sanchez,70,170.0,70,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,0,0,1,0,44.0,0
1039,montana de la rosa,mara romero borella,15/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Orthodox,Orthodox,red,1.0,-3.0,-6.84,-17.0,1.0,0.0,402.0,-4.68,5.0,-33.33,-6.64,-16.66,-10.0,-10.0,16.0,-7.0,-14.0,-7.0,20.0,2.54,-2.54,0.31,-1.0,0.91,-26.0,0.31,-16.0,-9.0,1.0,203,montana de la rosa,67,125.0,67,2.85,0.36,3.39,0.45,2.14,0.28,0.57,1.2,0,1,0,0,31.0,1
1040,brok weaver,kazula vargas,15/02/2020,DQ,1.0,4:02,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Southpaw,Southpaw,red,0.0,4.0,-18.12,-50.0,1.0,0.0,-188.0,7.14,-50.0,-13.33,14.28,-60.0,0.0,20.0,-33.0,14.0,20.0,-20.0,0.0,10.16,5.08,2.94,15.0,3.19,-8.0,-0.38,-23.0,41.0,0.4,964,brok weaver,72,155.0,72,4.78,0.64,4.35,0.46,0.41,0.1,0.66,0.4,0,0,1,0,34.0,0
1041,ray borg,rogerio bontorin,15/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Orthodox,Orthodox,blue,0.0,32.0,12.51,52.0,0.0,0.0,580.0,58.12,-100.0,-100.0,5.49,-8.33,-4.55,67.0,-55.0,-11.0,-28.0,-21.0,49.0,-2.54,-10.16,-0.67,2.0,-1.19,10.0,1.99,10.0,-5.0,-0.6,89,ray borg,64,135.0,64,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,0,1,0,0,32.0,0
1042,lando vannata,yancy medeiros,15/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Orthodox,Orthodox,red,0.0,17.0,17.68,0.0,0.0,0.0,4.0,7.87,-6.03,-13.24,18.42,-66.67,0.0,-25.0,9.0,17.0,1.0,-1.0,0.0,-2.54,-10.16,0.53,9.0,-0.28,8.0,1.01,12.0,-18.0,-0.1,937,lando vannata,69,155.0,69,4.58,0.44,5.1,0.54,1.13,0.37,0.58,0.4,0,1,0,0,34.0,0
1043,daniel rodriguez,tim means,15/02/2020,Submission,2.0,3:37,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Southpaw,Orthodox,blue,1.0,-3.0,-2.66,-33.0,1.0,0.0,-7.0,3.43,21.43,0.0,-3.39,0.0,0.0,29.0,-19.0,-10.0,0.0,0.0,0.0,-2.54,-2.54,2.52,-2.0,2.54,-4.0,0.42,21.0,26.0,0.1,772,daniel rodriguez,73,170.0,73,7.68,0.46,6.12,0.57,1.34,0.62,0.9,0.3,0,0,1,0,39.0,0
1044,scott holtzman,jim miller,15/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Orthodox,Southpaw,blue,0.0,-3.0,1.57,100.0,0.0,0.0,270.0,7.3,-24.17,-25.64,-0.89,-16.07,-33.33,31.0,-17.0,-14.0,4.0,-7.0,4.0,2.54,-5.08,1.71,9.0,0.48,-5.0,0.47,15.0,20.0,-1.7,386,scott holtzman,69,155.0,69,4.44,0.49,3.47,0.54,2.16,0.58,0.66,0.2,0,1,0,0,42.0,0
1045,devin clark,dequan townsend,15/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Orthodox,Orthodox,red,0.0,56.0,27.71,75.0,0.0,0.0,606.0,47.26,26.19,87.5,38.75,-25.0,90.0,-18.0,0.0,17.0,-10.0,-59.0,69.0,-7.62,-10.16,2.1,23.0,-1.49,10.0,2.7,36.0,30.0,0.1,156,devin clark,72,205.0,72,3.33,0.57,2.43,0.48,2.7,0.36,0.76,0.1,0,1,0,0,35.0,0
1046,merab dvalishvili,casey kenney,15/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Orthodox,Southpaw,blue,0.0,-4.0,8.13,50.0,0.0,0.0,335.0,-3.39,2.05,-2.38,-9.94,37.5,76.47,-1.0,0.0,2.0,-25.0,5.0,20.0,-2.54,0.0,-0.9,-3.0,-2.22,2.0,6.61,4.0,21.0,-0.2,232,merab dvalishvili,66,135.0,66,3.91,0.39,2.08,0.61,7.71,0.43,0.8,0.3,0,1,0,0,35.0,0
1047,macy chiasson,shanna young,15/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Orthodox,Orthodox,red,0.0,-5.0,0.63,37.0,0.0,0.0,491.0,-16.14,24.28,-50.0,-11.79,-20.35,44.64,-25.0,27.0,-2.0,-42.0,12.0,29.0,10.16,17.78,1.11,-8.0,-3.11,1.0,0.98,21.0,10.0,0.5,148,macy chiasson,71,135.0,71,4.16,0.49,2.17,0.46,0.98,0.21,0.64,0.5,0,1,0,0,34.0,1
1048,raulian paiva,mark de la rosa,15/02/2020,KO/TKO,2.0,4:42,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Orthodox,Orthodox,blue,1.0,6.0,11.91,0.0,0.0,0.0,108.0,10.59,14.42,-26.67,2.72,38.89,100.0,15.0,-15.0,0.0,-14.0,12.0,1.0,5.08,10.16,1.33,8.0,-0.11,3.0,-0.28,7.0,40.0,0.1,677,raulian paiva,68,125.0,68,4.46,0.43,4.89,0.51,0.26,0.2,0.8,0.3,0,1,0,0,30.0,0
1049,jon jones,dominick reyes,08/02/2020,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Light Heavyweight Title Bout,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",Orthodox,Southpaw,red,0.0,18.0,17.69,22.0,0.0,0.0,101.0,17.63,-10.35,3.99,19.48,-40.0,0.0,-6.0,-13.0,18.0,4.0,-4.0,0.0,0.0,17.78,-0.23,9.0,-0.94,15.0,1.65,28.0,13.0,0.2,425,jon jones,76,205.0,76,4.3,0.57,2.22,0.64,1.85,0.44,0.95,0.4,0,1,0,0,38.0,0
1050,valentina shevchenko,katlyn cerminara,08/02/2020,KO/TKO,3.0,1:03,5 Rnd (5-5-5-5-5),UFC Women's Flyweight Title Bout,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",Southpaw,,red,0.0,31.0,29.8,100.0,0.0,0.0,212.0,54.17,19.44,21.46,17.56,0.0,100.0,65.0,-22.0,-43.0,-43.0,0.0,42.0,,,,,,,,,,,833,valentina shevchenko,65,125.0,65,2.98,0.5,2.03,0.62,2.21,0.58,0.75,0.3,0,0,1,0,38.0,1
